		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000001111  242  242  225  252  220  259  224  247  7.004805 0.536114 SUCCESS   7
000010001  222  258  272  276  239  248  243  259 11.603711 0.169780 SUCCESS   8
000010011  278  261  233  233  261  243  226  224 11.436363 0.178178 SUCCESS   9
000010101  252  263  243  267  264  250  252  258  6.892534 0.548271 SUCCESS  10
000010111  263  250  268  250  218  243  218  225 11.554990 0.172191 SUCCESS  11
000011001  232  242  262  253  257  226  266  255  6.951847 0.541837 SUCCESS  12
000011011  244  240  260  200  247  240  241  257 10.239504 0.248617 SUCCESS  13
000011101  246  251  251  260  233  252  245  242  2.292568 0.970703 SUCCESS  14
000011111  254  234  231  255  219  242  234  255  5.707325 0.679978 SUCCESS  15
000100011  236  238  250  245  233  256  258  255  3.026572 0.932679 SUCCESS  16
000100101  249  254  234  266  240  224  241  251  5.005097 0.757031 SUCCESS  17
000100111  256  255  231  237  234  245  245  222  4.558128 0.803590 SUCCESS  18
000101001  245  269  255  236  240  238  229  252  4.868464 0.771538 SUCCESS  19
000101011  268  268  241  237  239  236  256  248  6.138406 0.631732 SUCCESS  20
000101101  227  240  239  228  256  223  233  223  7.430591 0.490965 SUCCESS  21
000101111  260  239  247  231  214  234  236  231  7.232526 0.511765 SUCCESS  22
000110011  246  240  287  251  222  243  271  230 14.059921 0.080217 SUCCESS  23
000110101  237  218  221  271  245  255  264  255 11.111199 0.195478 SUCCESS  24
000110111  240  220  266  229  254  243  246  240  6.039904 0.642762 SUCCESS  25
000111001  231  246  264  269  252  261  251  275 10.747904 0.216396 SUCCESS  26
000111011  239  258  236  245  227  274  254  241  6.688114 0.570626 SUCCESS  27
000111101  236  225  251  268  247  264  255  247  6.689173 0.570509 SUCCESS  28
000111111  241  223  239  231  251  267  251  227  6.633038 0.576692 SUCCESS  29
001000011  239  243  243  271  269  236  262  255  7.937932 0.439557 SUCCESS  30
001000101  238  268  257  227  289  220  226  250 17.054188 0.029550 SUCCESS  31
001000111  242  228  243  251  271  260  248  228  6.619268 0.578211 SUCCESS  32
001001011  230  261  240  238  251  211  242  264  8.824455 0.357321 SUCCESS  33
001001101  247  254  238  271  235  260  219  237  7.977121 0.435708 SUCCESS  34
001001111  246  229  253  235  261  277  226  235  9.200460 0.325669 SUCCESS  35
001010011  228  264  256  232  259  244  216  247  8.319233 0.402924 SUCCESS  36
001010101  264  272  251  256  250  242  252  263  7.700679 0.463241 SUCCESS  37
001010111  239  228  246  221  245  253  250  227  5.219049 0.733928 SUCCESS  38
001011011  215  247  241  247  250  213  232  238  8.737604 0.364913 SUCCESS  39
001011101  225  267  269  242  225  239  231  252  9.060650 0.337205 SUCCESS  40
001011111  260  247  226  241  212  240  223  236  9.150679 0.329745 SUCCESS  41
001100101  243  233  250  245  252  244  237  224  2.872992 0.942073 SUCCESS  42
001100111  229  223  286  244  236  244  274  246 14.364962 0.072735 SUCCESS  43
001101011  245  229  243  251  246  260  238  234  2.853927 0.943187 SUCCESS  44
001101101  253  226  237  214  253  234  236  269  9.454660 0.305404 SUCCESS  45
001101111  251  223  234  244  228  252  256  237  4.702175 0.788882 SUCCESS  46
001110101  251  250  276  254  232  235  245  239  6.154294 0.629953 SUCCESS  47
001110111  247  249  244  244  255  268  274  242  6.852285 0.552651 SUCCESS  48
001111011  240  210  246  245  257  251  232  246  6.564192 0.584297 SUCCESS  49
001111101  262  243  242  259  227  244  261  227  6.007069 0.646440 SUCCESS  50
001111111  238  239  260  230  265  242  247  242  4.102686 0.847742 SUCCESS  51
010000011  241  247  247  253  231  267  237  258  4.422555 0.817130 SUCCESS  52
010000111  241  258  243  306  254  247  262  243 18.889726 0.015461 SUCCESS  53
010001011  242  268  262  239  251  227  234  242  5.795236 0.670156 SUCCESS  54
010001111  250  237  246  241  266  261  254  234  4.498815 0.809552 SUCCESS  55
010010011  242  267  245  239  258  239  231  237  4.222372 0.836524 SUCCESS  56
010010111  229  263  235  237  238  224  217  269 10.659993 0.221718 SUCCESS  57
010011011  267  249  228  245  232  250  234  265  6.472044 0.594510 SUCCESS  58
010011111  221  239  254  251  257  247  269  235  6.701883 0.569112 SUCCESS  59
010100011  233  237  248  251  245  265  242  274  6.653162 0.574473 SUCCESS  60
010100111  229  257  245  239  264  249  228  236  4.941547 0.763805 SUCCESS  61
010101011  282  268  230  274  252  228  232  255 15.607365 0.048357 SUCCESS  62
010101111  228  229  242  258  264  246  260  231  6.391547 0.603461 SUCCESS  63
010110011  250  227  236  236  240  247  291  233 11.888628 0.156243 SUCCESS  64
010110111  221  278  248  266  247  217  238  252 12.792098 0.119206 SUCCESS  65
010111011  236  252  243  240  258  220  219  252  6.838516 0.554152 SUCCESS  66
010111111  253  231  238  236  246  239  232  247  2.286213 0.970956 SUCCESS  67
011000111  251  244  267  265  239  262  249  248  5.892679 0.659252 SUCCESS  68
011001111  245  233  256  251  231  235  251  248  2.671750 0.953241 SUCCESS  69
011010111  255  231  226  234  263  222  254  245  7.056705 0.530527 SUCCESS  70
011011111  250  235  233  237  241  229  242  229  3.237346 0.918592 SUCCESS  71
011101111  247  216  259  240  254  249  229  237  6.093921 0.636712 SUCCESS  72
011111111  225  230  245  237  275  242  253  234  7.439064 0.490084 SUCCESS  73
100000000  240  233  229  246  224  256  271  244  6.953965 0.541608 SUCCESS  74
100010000  234  255  251  260  235  234  206  250  9.294726 0.318047 SUCCESS  75
100100000  228  238  230  265  230  260  253  249  6.299400 0.613734 SUCCESS  76
100101000  260  255  242  265  250  255  242  248  4.164118 0.842021 SUCCESS  77
100110000  239  256  261  229  264  251  262  248  6.175477 0.627583 SUCCESS  78
100111000  238  242  217  228  224  244  271  238  9.331797 0.315084 SUCCESS  79
101000000  239  234  248  242  267  254  259  234  4.630151 0.796275 SUCCESS  80
101000100  256  235  242  251  250  248  242  225  2.948193 0.937566 SUCCESS  81
101001000  236  254  245  259  252  263  237  249  3.721386 0.881346 SUCCESS  82
101001100  229  246  291  255  237  235  244  246 11.377050 0.181236 SUCCESS  83
101010000  217  215  233  260  234  252  257  234 10.136764 0.255558 SUCCESS  84
101010100  231  219  264  237  226  264  231  241  9.129496 0.331490 SUCCESS  85
101011000  234  233  216  236  236  218  251  226  9.352980 0.313399 SUCCESS  86
101011100  264  264  263  218  248  260  235  234  9.666494 0.289218 SUCCESS  87
101100000  227  234  224  250  230  227  208  261 12.362076 0.135765 SUCCESS  88
101100100  243  235  237  245  247  261  232  243  2.446148 0.964195 SUCCESS  89
101101000  269  247  276  226  258  248  223  233 11.647137 0.167656 SUCCESS  90
101101100  239  253  241  211  223  260  222  254 10.580556 0.226616 SUCCESS  91
101110000  241  243  244  230  234  233  246  240  1.937747 0.982861 SUCCESS  92
101110100  271  252  270  240  241  262  260  249  8.794799 0.359901 SUCCESS  93
101111000  277  237  238  242  260  232  247  231  7.427413 0.491296 SUCCESS  94
101111100  241  206  251  254  219  244  243  235  9.845493 0.276038 SUCCESS  95
110000000  226  267  235  224  216  269  255  253 12.484939 0.130843 SUCCESS  96
110000010  231  242  239  246  250  240  243  245  1.102064 0.997518 SUCCESS  97
110000100  259  275  246  279  230  223  231  246 13.624603 0.092090 SUCCESS  98
110001000  244  236  236  232  249  237  237  231  2.442970 0.964337 SUCCESS  99
110001010  241  277  269  280  224  224  240  225 17.747943 0.023198 SUCCESS 100
110010000  252  231  235  290  230  254  257  258 13.037825 0.110555 SUCCESS 101
110010010  223  251  235  225  228  224  235  270 10.000132 0.265017 SUCCESS 102
110010100  230  250  239  261  280  246  238  248  7.999364 0.433532 SUCCESS 103
110011000  262  233  254  250  249  236  252  245  3.083767 0.928991 SUCCESS 104
110011010  259  237  217  240  245  248  260  237  5.691438 0.681750 SUCCESS 105
110100000  237  251  262  225  244  256  239  246  4.042313 0.853286 SUCCESS 106
110100010  284  254  247  236  224  248  255  227 10.987276 0.202421 SUCCESS 107
110100100  246  257  239  237  255  243  241  252  1.854073 0.985163 SUCCESS 108
110101000  226  231  231  260  249  223  244  253  6.244323 0.619885 SUCCESS 109
110101010  249  215  243  255  228  250  211  233 10.621863 0.224059 SUCCESS 110
110101100  235  223  241  234  226  249  269  250  6.979385 0.538858 SUCCESS 111
110110000  234  250  259  264  238  233  225  254  5.837603 0.665417 SUCCESS 112
110110010  246  264  241  219  249  260  227  244  6.815214 0.556695 SUCCESS 113
110110100  260  233  266  255  274  228  226  257 11.097429 0.196240 SUCCESS 114
110111000  248  239  238  223  211  257  249  252  7.938991 0.439452 SUCCESS 115
110111010  258  253  252  230  244  247  268  243  4.712767 0.787788 SUCCESS 116
110111100  271  220  246  259  264  237  268  255 11.282784 0.186185 SUCCESS 117
111000000  234  261  235  231  232  249  267  233  6.188187 0.626161 SUCCESS 118
111000010  247  239  237  255  248  237  231  218  4.762547 0.782628 SUCCESS 119
111000100  250  238  246  259  252  252  227  266  5.052759 0.751923 SUCCESS 120
111000110  269  217  258  232  236  267  254  241 10.128291 0.256137 SUCCESS 121
111001000  253  239  253  267  254  247  271  263  8.013133 0.432188 SUCCESS 122
111001010  225  244  232  240  268  263  253  250  6.648925 0.574940 SUCCESS 123
111001100  241  268  237  253  259  246  241  242  4.017953 0.855500 SUCCESS 124
111010000  224  266  261  238  240  248  249  240  5.417113 0.712205 SUCCESS 125
111010010  256  265  257  239  221  234  245  253  6.294104 0.614325 SUCCESS 126
111010100  219  253  255  239  249  247  233  236  4.560246 0.803376 SUCCESS 127
111010110  225  232  236  219  214  238  259  222 12.141769 0.144990 SUCCESS 128
111011000  227  236  244  262  232  230  228  237  5.660722 0.685176 SUCCESS 129
111011010  230  242  243  252  268  246  230  253  4.741364 0.784828 SUCCESS 130
111011100  246  251  246  227  240  280  236  239  7.388224 0.495383 SUCCESS 131
111100000  231  252  232  264  239  242  269  245  6.044140 0.642287 SUCCESS 132
111100010  271  255  247  265  247  242  233  231  6.750605 0.563764 SUCCESS 133
111100100  216  206  233  268  256  252  256  253 14.239980 0.075721 SUCCESS 134
111100110  268  243  243  249  245  251  275  250  6.914776 0.545855 SUCCESS 135
111101000  259  236  260  261  249  241  259  238  4.729713 0.786035 SUCCESS 136
111101010  219  235  233  256  244  279  218  260 13.261309 0.103169 SUCCESS 137
111101100  228  209  230  259  230  229  217  226 14.434867 0.071112 SUCCESS 138
111101110  256  235  239  225  226  260  222  240  7.216639 0.513450 SUCCESS 139
111110000  225  227  235  279  248  246  256  257  9.676026 0.288505 SUCCESS 140
111110010  221  213  230  254  255  256  253  235  9.413353 0.308634 SUCCESS 141
111110100  239  257  274  274  213  237  265  240 14.613866 0.067103 SUCCESS 142
111110110  257  226  224  249  265  262  224  231  9.556340 0.297555 SUCCESS 143
111111000  258  263  258  245  260  238  236  236  4.929896 0.765042 SUCCESS 144
111111010  223  236  257  250  224  246  243  244  4.755133 0.783398 SUCCESS 145
111111100  247  239  256  240  287  262  245  227 11.203346 0.190441 SUCCESS 146
111111110  225  230  245  237  275  242  253  234  7.439064 0.490084 SUCCESS 147

